"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.00272726451688675,0.717401981702414,0.514,0.343,1,"BRAF"
0.00277770182911963,0.604810763379769,0.887,0.634,1,"CIB1"
0.00277992728937819,0.85206040181094,0.69,0.43,1,"MTHFD2"
0.0027946904148732,0.661757238492129,0.944,0.728,1,"ENO1"
0.00284017304606772,-0.615008201528409,0.634,0.61,1,"FKBP2"
0.00289637773375644,0.580711240099223,0.57,0.315,1,"ADGRE2"
0.00296762690967612,0.678702424358598,0.866,0.617,1,"PLAUR"
0.00299132763748973,0.59567970462928,0.486,0.258,1,"LLPH"
0.00300553362775815,0.816660609188713,0.444,0.225,1,"NUP214"
0.00302309976645619,0.60198597372223,0.923,0.716,1,"LRRFIP1"
0.00308915096571086,0.538515764373681,0.775,0.486,1,"IFI30"
0.00317411743545582,0.551937419852452,0.782,0.512,1,"ZEB2"
0.00323323946638295,0.622372491582898,0.845,0.627,1,"ROCK1"
0.00325092224378029,1.05838685614298,0.521,0.265,1,"DAPK1"
0.00325200268982872,0.583148467689754,0.88,0.674,1,"RTN4"
0.00334933000629298,0.952727860309513,0.43,0.237,1,"AGO2"
0.00339253541332765,0.555416581832882,0.887,0.627,1,"FXYD5"
0.00345116053284782,0.722470632984922,0.521,0.279,1,"AC004687.1"
0.00346678881097079,1.19617639709874,0.401,0.209,1,"YIF1B"
0.00355365874666254,1.27017109940742,0.415,0.225,1,"AC100810.1"
0.0037583829059929,1.08614448369327,0.289,0.12,1,"SYTL3"
0.00375939505014371,-0.692503757031786,0.655,0.61,1,"SRSF7"
0.00381070958646957,1.00965296880546,0.303,0.124,1,"PDLIM7"
0.0038700127074475,0.602620460494135,0.676,0.444,1,"MYADM"
0.00392400864827988,1.04894354198116,0.38,0.169,1,"CD109"
0.00392695041462621,0.538352596700457,0.81,0.505,1,"DPYSL2"
0.00400715127820357,0.640512208712616,0.606,0.359,1,"UPP1"
0.00402600769359162,1.28471494343383,0.38,0.183,1,"LILRB2"
0.00410274922358915,-0.59150085702067,0.739,0.714,1,"MTRNR2L12"
